player_name,team_name,league,nationality,position,alt_position,ovr,team_id
Ardian Ismajli,Empoli,Serie A Enilive,Albania,CB,,71,100
Daniel Iversen,Leicester City,Premier League,Denmark,GK,,71,85
Jakub Jankto,Cagliari,Serie A Enilive,Czech Republic,CM,"['LM', 'RM']",71,91
Christian Kabasele,Udinese,Serie A Enilive,Belgium,CB,,71,111
Warren Kamanzi,Toulouse FC,Ligue 1 McDonald's,Norway,RB,['RM'],71,89
Ahmetcan Kaplan,Ajax,Eredivisie,Turkey,CB,,71,68
Aytaç Kara,Kasýmpaþa,Trendyol Süper Lig,Turkey,CM,['CDM'],71,84
Erce Kardeþler,Hatayspor,Trendyol Süper Lig,Turkey,GK,,71,133
Michael Kayode,Fiorentina,Serie A Enilive,Italy,RB,,71,67
Yannik Keitel,VfB Stuttgart,Bundesliga,Germany,CDM,"['CM', 'CB']",71,60
Emre Kýlýnç,Samsunspor,Trendyol Süper Lig,Turkey,RM,"['LM', 'RW']",71,129
Mathias Kjølø,FC Twente,Eredivisie,Norway,CDM,['CM'],71,72
Markus Kolke,SV Werder Bremen,Bundesliga,Germany,GK,,71,90
Saël Kumbedi,OL,Ligue 1 McDonald's,France,RB,,71,43
Berkan Kutlu,Galatasaray,Trendyol Süper Lig,Turkey,CM,['CDM'],71,12
Giorgos Kyriakopoulos,Monza,Serie A Enilive,Greece,LB,['LM'],71,80
Jordan Lefort,Angers SCO,Ligue 1 McDonald's,France,LB,['CB'],71,131
Félix Lemaréchal,Strasbourg,Ligue 1 McDonald's,France,CAM,"['CM', 'RM']",71,81
Luis Guilherme,West Ham,Premier League,Brazil,RM,"['LM', 'CAM', 'RW']",71,35
Pol Lirola,OM,Ligue 1 McDonald's,Spain,RB,['CB'],71,69
Danny Loader,FC Porto,Liga Portugal,England,ST,['CAM'],71,27
Sayfallah Ltaief,FC Twente,Eredivisie,Tunisia,LM,['LW'],71,72
Yvann Maçon,AS Saint-Étienne,Ligue 1 McDonald's,France,RB,['LB'],71,110
Daniel Maldini,Monza,Serie A Enilive,Italy,CAM,,71,80
Eliaquim Mangala,Estoril Praia,Liga Portugal,France,CB,,71,118
Manquillo,RC Celta,LALIGA EA SPORTS,Spain,RB,['RM'],71,25
Adrián Marín,SC Braga,Liga Portugal,Spain,LB,,71,48
Rafa Marín,SSC Napoli,Serie A Enilive,Spain,CB,,71,20
João Marques,SC Braga,Liga Portugal,Portugal,LW,"['CAM', 'CM', 'LM']",71,48
Bruno Martins Indi,AZ,Eredivisie,Holland,CB,,71,76
Igor Matanovi?,Frankfurt,Bundesliga,Croatia,ST,,71,46
Kasey McAteer,Leicester City,Premier League,Republic of Ireland,RW,"['CAM', 'RM']",71,85
Alex McCarthy,Southampton,Premier League,England,GK,,71,57
Scott McKenna,UD Las Palmas,LALIGA EA SPORTS,Scotland,CB,,71,61
Meseguer,R. Valladolid CF,LALIGA EA SPORTS,Spain,CM,"['CAM', 'ST']",71,92
Martin Minchev,Çaykur Rizespor,Trendyol Süper Lig,Bulgaria,ST,"['RW', 'LW']",71,123
Mateu Morey,RCD Mallorca,LALIGA EA SPORTS,Spain,RB,['RM'],71,41
Raúl Moro,R. Valladolid CF,LALIGA EA SPORTS,Spain,LM,"['RM', 'LW']",71,92
Arbnor Muja,Samsunspor,Trendyol Süper Lig,Albania,RM,"['LM', 'RW']",71,129
Mickaël Nadé,AS Saint-Étienne,Ligue 1 McDonald's,France,CB,,71,110
Adamo Nagalo,PSV,Eredivisie,Burkina Faso,CB,,71,50
Paul Nebel,1. FSV Mainz 05,Bundesliga,Germany,CAM,"['CM', 'RM']",71,83
João Virgínia,Everton,Premier League,Portugal,GK,,71,33
Yvan Neyou,CD Leganés,LALIGA EA SPORTS,Cameroon,CDM,['CM'],71,78
Olivier Ntcham,Samsunspor,Trendyol Süper Lig,Cameroon,CM,"['CAM', 'RW']",71,129
Randy Nteka,Rayo Vallecano,LALIGA EA SPORTS,France,ST,['CAM'],71,56
Miguel Cardoso,Kayserispor,Trendyol Süper Lig,Portugal,LM,"['CAM', 'CM', 'LW']",71,138
Lawrence Ofori,Moreirense FC,Liga Portugal,Ghana,CM,['CDM'],71,122
Masaya Okugawa,FC Augsburg,Bundesliga,Japan,LM,"['CAM', 'LW']",71,101
Andrew Omobamidele,Nott'm Forest,Premier League,Republic of Ireland,CB,,71,77
Bruno Onyemaechi,Boavista FC,Liga Portugal,Nigeria,LB,['CB'],71,130
Jerome Opoku,Baþakþehir,Trendyol Süper Lig,Ghana,CB,,71,99
Gaetano Oristanio,Venezia,Serie A Enilive,Italy,CAM,['ST'],71,117
Elisha Owusu,AJ Auxerre,Ligue 1 McDonald's,Ghana,CDM,['CM'],71,120
Pacheco,Real Sociedad,LALIGA EA SPORTS,Spain,CB,,71,28
Alberto Paleari,Torino,Serie A Enilive,Italy,GK,,71,37
Nathan Patterson,Everton,Premier League,Scotland,RB,,71,33
Andy Pelmard,Lecce,Serie A Enilive,France,CB,['RB'],71,65
Máximo Perrone,Como,Serie A Enilive,Argentina,CM,['CDM'],71,47
Giuseppe Pezzella,Empoli,Serie A Enilive,Italy,LB,['LM'],71,100
Maximilian Philipp,SC Freiburg,Bundesliga,Germany,ST,['CAM'],71,42
Roberto Piccoli,Cagliari,Serie A Enilive,Italy,ST,,71,91
Jackson Porozo,CD Leganés,LALIGA EA SPORTS,Ecuador,CB,,71,78
Mateus Quaresma,Arouca,Liga Portugal,Brazil,LB,,71,128
Rayan Raveloson,AJ Auxerre,Ligue 1 McDonald's,Madagascar,CDM,,71,120
Jonny Rowe,OM,Ligue 1 McDonald's,England,RM,"['LM', 'RW']",71,69
John Ruddy,Newcastle Utd,Premier League,England,GK,,71,21
Elias Saad,FC St. Pauli,Bundesliga,Tunisia,LW,"['LM', 'CAM']",71,125
Emmanuel Sabbi,Havre AC,Ligue 1 McDonald's,United States,LM,"['ST', 'LW']",71,115
Jorge Sáenz,CD Leganés,LALIGA EA SPORTS,Spain,CB,,71,78
Ramzi Safuri,Antalyaspor,Trendyol Süper Lig,Israel,CAM,['CM'],71,141
Yoann Salmier,Havre AC,Ligue 1 McDonald's,France,CB,['RB'],71,115
Malang Sarr,RC Lens,Ligue 1 McDonald's,France,CB,['LB'],71,45
Nico Serrano,Athletic Club,LALIGA EA SPORTS,Spain,LM,"['CAM', 'RM', 'LW']",71,19
Armindo Sieb,1. FSV Mainz 05,Bundesliga,Germany,ST,['RW'],71,83
Tim Siersleben,Heidenheim,Bundesliga,Germany,CB,,71,104
Miguel Reisinho,Boavista FC,Liga Portugal,Portugal,CM,"['CAM', 'CDM']",71,130
Simon Sohm,Parma,Serie A Enilive,Switzerland,CAM,"['CM', 'CDM']",71,97
Álex Sola,Getafe CF,LALIGA EA SPORTS,Spain,RM,"['RB', 'RW']",71,59
Jhon Solís,Girona FC,LALIGA EA SPORTS,Colombia,CDM,['CM'],71,36
Brandon Soppy,Atalanta,Serie A Enilive,France,RB,['RM'],71,40
Hélder Costa,Estoril Praia,Liga Portugal,Angola,RM,"['LM', 'CAM', 'RW']",71,118
Pascal Stenzel,VfB Stuttgart,Bundesliga,Germany,RB,['CB'],71,60
Leonidas Stergiou,VfB Stuttgart,Bundesliga,Switzerland,CB,['RB'],71,60
Ross Stewart,Southampton,Premier League,Scotland,ST,,71,57
Carlos Strandberg,Hatayspor,Trendyol Süper Lig,Sweden,ST,['RM'],71,133
Kamaldeen Sulemana,Southampton,Premier League,Ghana,LW,"['ST', 'LM']",71,57
Ibrahim Sulemana,Atalanta,Serie A Enilive,Ghana,CDM,['CM'],71,40
Zion Suzuki,Parma,Serie A Enilive,Japan,GK,,71,97
César Tárrega,Valencia CF,LALIGA EA SPORTS,Spain,CB,,71,22
Filippo Terracciano,AC Milan,Serie A Enilive,Italy,RM,"['RB', 'LB', 'RW']",71,14
Tanner Tessmann,OL,Ligue 1 McDonald's,United States,CDM,['CM'],71,43
Norman Theuerkauf,Heidenheim,Bundesliga,Germany,CDM,['LB'],71,104
Sorba Thomas,FC Nantes,Ligue 1 McDonald's,Wales,RM,"['ST', 'RW']",71,98
Luke Thomas,Leicester City,Premier League,England,LB,,71,85
Jens Toornstra,FC Utrecht,Eredivisie,Holland,CAM,"['RM', 'CM']",71,121
Conor Townsend,Ipswich,Premier League,England,LB,,71,95
Boubacar Traoré,Wolves,Premier League,Mali,CDM,['CM'],71,73
Etienne Vaessen,FC Groningen,Eredivisie,Suriname,GK,,71,144
Nuno Santos,Vitória SC,Liga Portugal,Portugal,CM,,71,103
Calvin Verdonk,N.E.C. Nijmegen,Eredivisie,Indonesia,LB,['CB'],71,108
Arno Verschueren,Sparta Rotterdam,Eredivisie,Belgium,CAM,['CM'],71,106
Carlos Vicente,D. Alavés,LALIGA EA SPORTS,Spain,RM,['RW'],71,88
Mikel Villanueva,Vitória SC,Liga Portugal,Venezuela,CB,,71,103
Mattia Viti,Empoli,Serie A Enilive,Italy,CB,,71,100
Mërgim Vojvoda,Torino,Serie A Enilive,Kosovo,LM,"['CB', 'LW']",71,37
Timon Weiner,Holstein Kiel,Bundesliga,Germany,GK,,71,124
Mert Hakan Yandaþ,Fenerbahçe,Trendyol Süper Lig,Turkey,CM,['CAM'],71,30
Alessio Zerbin,SSC Napoli,Serie A Enilive,Italy,LW,['LM'],71,20
Jeroen Zoet,AZ,Eredivisie,Holland,GK,,71,76
Junior Adamu,SC Freiburg,Bundesliga,Austria,ST,,70,42
Gökhan Akkan,Çaykur Rizespor,Trendyol Süper Lig,Turkey,GK,,70,123
Doðan Alemdar,Stade Rennais FC,Ligue 1 McDonald's,Turkey,GK,,70,86
Nabil Alioui,Adana Demirspor,Trendyol Süper Lig,France,LW,"['ST', 'LM']",70,119
Bruno Costa,Nacional,Liga Portugal,Portugal,CM,['CDM'],70,145
Miguel Lopes,Estrela Amadora,Liga Portugal,Portugal,CB,['RB'],70,132
Giorgio Altare,Venezia,Serie A Enilive,Italy,CB,,70,117
Viti Rozada,UD Las Palmas,LALIGA EA SPORTS,Spain,RM,"['LM', 'RB', 'RW']",70,61
Kikas,Estrela Amadora,Liga Portugal,Portugal,ST,"['RW', 'LW']",70,132
Jordan Amavi,Stade Brestois 29,Ligue 1 McDonald's,France,LB,,70,74
Aurèle Amenda,Frankfurt,Bundesliga,Switzerland,CB,,70,46
Fabrizio Angileri,Getafe CF,LALIGA EA SPORTS,Argentina,LB,,70,59
José Arnáiz,CA Osasuna,LALIGA EA SPORTS,Spain,LM,"['ST', 'LW']",70,75
Gastón Ávila,Ajax,Eredivisie,Argentina,CB,['LB'],70,68
Volkan Babacan,Baþakþehir,Trendyol Süper Lig,Turkey,GK,,70,99
Jure Balkovec,Alanyaspor,Trendyol Süper Lig,Slovenia,CB,['LB'],70,126
Fodé Ballo-Touré,AC Milan,Serie A Enilive,Senegal,LB,['LM'],70,14
Abdoulaye Bamba,Angers SCO,Ligue 1 McDonald's,Côte d'Ivoire,CB,,70,131
Samuel Bastien,Fortuna Sittard,Eredivisie,Congo DR,CM,['LM'],70,142
Gabriel Batista,Santa Clara,Liga Portugal,Brazil,GK,,70,139
Bilal Bayazýt,Kayserispor,Trendyol Süper Lig,Turkey,GK,,70,138
Adrian Beck,Heidenheim,Bundesliga,Germany,CM,['CAM'],70,104
Jeanuël Belocian,Leverkusen,Bundesliga,France,CB,['LB'],70,10
Berrocal,Getafe CF,LALIGA EA SPORTS,Spain,CB,,70,59
Marcus Bettinelli,Chelsea,Premier League,England,GK,,70,24
Emil Bohinen,Genoa,Serie A Enilive,Norway,CM,['CDM'],70,93
Kevin Bonifazi,Lecce,Serie A Enilive,Italy,CB,,70,65
Taylor Booth,FC Utrecht,Eredivisie,United States,RM,"['LM', 'RW']",70,121
Bilal Boutobba,Hatayspor,Trendyol Süper Lig,France,RM,['RW'],70,133
Mattijs Branderhorst,Fortuna Sittard,Eredivisie,Holland,GK,,70,142
James Bree,Southampton,Premier League,England,RB,['LB'],70,57
Abel Bretones,CA Osasuna,LALIGA EA SPORTS,Spain,LB,,70,75
Bruno Brígido,Estrela Amadora,Liga Portugal,Brazil,GK,,70,132
Maxime Busi,Stade de Reims,Ligue 1 McDonald's,Belgium,RB,,70,87
Jofre,RCD Espanyol,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",70,96
Martim Neto,Rio Ave FC,Liga Portugal,Portugal,CM,['CDM'],70,114
Pep Chavarría,Rayo Vallecano,LALIGA EA SPORTS,Spain,LB,['LM'],70,56
Leo Cordeiro,Estrela Amadora,Liga Portugal,Brazil,CM,,70,132
Pedro Álvaro,Estoril Praia,Liga Portugal,Portugal,CB,,70,118
Luís Silva,AVS Futebol SAD,Liga Portugal,Portugal,CM,['CDM'],70,143
Tanguy Coulibaly,Montpellier,Ligue 1 McDonald's,France,LM,"['RM', 'LW']",70,71
Rui Pedro,Hatayspor,Trendyol Süper Lig,Portugal,ST,,70,133
Lukas Daschner,VfL Bochum 1848,Bundesliga,Germany,ST,"['CAM', 'RW']",70,107
Marcos André,R. Valladolid CF,LALIGA EA SPORTS,Brazil,ST,,70,92
Madson,Moreirense FC,Liga Portugal,Brazil,RM,"['LM', 'RW']",70,122
Fisayo Dele-Bashiru,Lazio,Serie A Enilive,Nigeria,CAM,['CM'],70,34
Raffaele Di Gennaro,Inter,Serie A Enilive,Italy,GK,,70,7
Davide Diaw,Monza,Serie A Enilive,Italy,ST,,70,80
Juan Cruz,CD Leganés,LALIGA EA SPORTS,Spain,LM,"['CAM', 'RM', 'LW']",70,78
Sokratis Dioudis,Gaziantep,Trendyol Süper Lig,Greece,GK,,70,116
Carlos Domínguez,RC Celta,LALIGA EA SPORTS,Spain,CB,,70,25
Álex Domínguez,Toulouse FC,Ligue 1 McDonald's,Spain,GK,,70,89
Daniel Penha,Nacional,Liga Portugal,Brazil,CAM,"['RM', 'ST']",70,145
Couhaib Driouech,PSV,Eredivisie,Morocco,LW,['LM'],70,50
Milan ?uri?,Monza,Serie A Enilive,Bosnia and Herzegovina,ST,,70,80
Serdar Dursun,Alanyaspor,Trendyol Süper Lig,Turkey,ST,,70,126
Victor Edvardsen,Go Ahead Eagles,Eredivisie,Sweden,ST,,70,146
Johannes Eggestein,FC St. Pauli,Bundesliga,Germany,ST,,70,125
Ýrfan Can Eðribayat,Fenerbahçe,Trendyol Süper Lig,Turkey,GK,,70,30
Kingsley Ehizibue,Udinese,Serie A Enilive,Nigeria,RM,"['RB', 'RW']",70,111
Caleb Ekuban,Genoa,Serie A Enilive,Ghana,ST,"['RW', 'RM']",70,93
Oussama El Azzouzi,Bologna,Serie A Enilive,Morocco,CDM,['CM'],70,52
Oualid El Hajjam,Havre AC,Ligue 1 McDonald's,Morocco,RB,,70,115
Farid El Melali,Angers SCO,Ligue 1 McDonald's,Algeria,LM,"['RM', 'LW']",70,131
Yannik Engelhardt,Como,Serie A Enilive,Germany,CDM,['CM'],70,47
Yusuf Erdoðan,Konyaspor,Trendyol Süper Lig,Turkey,RM,"['LM', 'LB', 'RW']",70,102
Caner Erkin,Eyüpspor,Trendyol Süper Lig,Turkey,LB,,70,127
Patrick Erras,Holstein Kiel,Bundesliga,Germany,CB,['CDM'],70,124
Alieu Fadera,Como,Serie A Enilive,Gambia,LM,['LW'],70,47
Lamine Fomba,AS Saint-Étienne,Ligue 1 McDonald's,France,CDM,['CM'],70,110
Carlos Forbs,Wolves,Premier League,Portugal,LW,"['RW', 'LM']",70,73
Christian Früchtl,Lecce,Serie A Enilive,Germany,GK,,70,65
Cristian Gamboa,VfL Bochum 1848,Bundesliga,Costa Rica,RB,,70,107
Diego García,CD Leganés,LALIGA EA SPORTS,Spain,ST,['LM'],70,78
Denis Genreau,Toulouse FC,Ligue 1 McDonald's,Australia,CM,['CAM'],70,89
Andrés Gómez,Stade Rennais FC,Ligue 1 McDonald's,Colombia,RM,['RW'],70,86
Josué Sá,Gil Vicente,Liga Portugal,Portugal,CB,,70,113
Dominik Greif,RCD Mallorca,LALIGA EA SPORTS,Slovakia,GK,,70,41
Semih Güler,Adana Demirspor,Trendyol Süper Lig,Turkey,CB,,70,119
Christian Gytkjær,Venezia,Serie A Enilive,Denmark,ST,,70,117
Ridgeciano Haps,Venezia,Serie A Enilive,Suriname,LM,"['LB', 'LW']",70,117
Liam Henderson,Empoli,Serie A Enilive,Scotland,CM,['CAM'],70,100
Lucas Áfrico,Farense,Liga Portugal,Brazil,CB,,70,137
Mees Hoedemakers,N.E.C. Nijmegen,Eredivisie,Holland,CDM,['CM'],70,108
Carlo Holse,Samsunspor,Trendyol Süper Lig,Denmark,RM,"['CM', 'RW']",70,129
Mathias Honsak,Heidenheim,Bundesliga,Austria,LM,"['CAM', 'LW']",70,104
Pablo Ibáñez,CA Osasuna,LALIGA EA SPORTS,Spain,CM,['CDM'],70,75
George Ilenikhena,AS Monaco,Ligue 1 McDonald's,France,ST,,70,53
Marco John,TSG Hoffenheim,Bundesliga,Germany,LB,['LM'],70,39
Stanko Juri?,R. Valladolid CF,LALIGA EA SPORTS,Croatia,CDM,['CM'],70,92
Mohamed Kaba,Lecce,Serie A Enilive,France,CDM,['CM'],70,65
Jesper Karlström,Udinese,Serie A Enilive,Sweden,CDM,['CM'],70,111
Mikkel Kaufmann,Heidenheim,Bundesliga,Denmark,ST,,70,104
Viktor Kovalenko,Atalanta,Serie A Enilive,Ukraine,CM,['CAM'],70,40
Joris Kramer,Go Ahead Eagles,Eredivisie,Holland,CB,,70,146
Thomas Thiesson Kristensen,Udinese,Serie A Enilive,Denmark,CB,,70,111
Fredy,Bodrum FK,Trendyol Süper Lig,Angola,CM,['CAM'],70,140
Larrazabal,Casa Pia AC,Liga Portugal,Spain,RM,"['RB', 'RW']",70,112
Julien Le Cardinal,Stade Brestois 29,Ligue 1 McDonald's,France,CB,['RB'],70,74
Donovan Léon,AJ Auxerre,Ligue 1 McDonald's,France,GK,,70,120
Pedro Pereira,Monza,Serie A Enilive,Portugal,RM,"['RB', 'LM', 'RW']",70,80
Javi López,Real Sociedad,LALIGA EA SPORTS,Spain,LB,,70,28
Pol Lozano,RCD Espanyol,LALIGA EA SPORTS,Spain,CDM,['CM'],70,96
Joe Lumley,Southampton,Premier League,England,GK,,70,57
André Ferreira,R. Valladolid CF,LALIGA EA SPORTS,Portugal,GK,,70,92
Seiya Maikuma,AZ,Eredivisie,Japan,RB,,70,76
Jordy Makengo,SC Freiburg,Bundesliga,France,LB,['CB'],70,42
Alejandro Marqués,Estoril Praia,Liga Portugal,Venezuela,ST,,70,118
Javi Martínez,CA Osasuna,LALIGA EA SPORTS,Spain,CM,['RM'],70,75
Chrislain Matsima,FC Augsburg,Bundesliga,France,CB,,70,101
Brice Maubleu,AS Saint-Étienne,Ligue 1 McDonald's,France,GK,,70,110
James McAtee,Manchester City,Premier League,England,RW,"['CM', 'CAM', 'RM']",70,2
Jakov Medi?,VfL Bochum 1848,Bundesliga,Croatia,CB,,70,107
Gideon Mensah,AJ Auxerre,Ligue 1 McDonald's,Ghana,LB,,70,120
John Mercado,AVS Futebol SAD,Liga Portugal,Ecuador,LW,"['LM', 'RM']",70,143
Karol Mets,FC St. Pauli,Bundesliga,Estonia,CB,,70,125
Enea Mihaj,FC Famalicão,Liga Portugal,Albania,CB,,70,109
Lucas Mincarelli,Montpellier,Ligue 1 McDonald's,France,LB,,70,71
Koji Miyoshi,VfL Bochum 1848,Bundesliga,Japan,RM,"['CAM', 'RW']",70,107
Thomas Monconduit,AS Saint-Étienne,Ligue 1 McDonald's,France,CDM,['CM'],70,110
Weverson,Arouca,Liga Portugal,Brazil,LB,['LM'],70,128
Daniel Mosquera,Hellas Verona,Serie A Enilive,Colombia,ST,,70,94
Yerson Mosquera,Wolves,Premier League,Colombia,CB,['RB'],70,73
Santiago Mouriño,D. Alavés,LALIGA EA SPORTS,Uruguay,CB,['RB'],70,88
Abdul Mumin,Rayo Vallecano,LALIGA EA SPORTS,Ghana,CB,,70,56
Abdoulaye Ndiaye,Stade Brestois 29,Ligue 1 McDonald's,Senegal,CB,,70,74
Kiki,AVS Futebol SAD,Liga Portugal,Portugal,LB,"['CB', 'LM']",70,143
Rúben Vezo,Eyüpspor,Trendyol Süper Lig,Portugal,CB,['RB'],70,127
Lucas Rosa,R. Valladolid CF,LALIGA EA SPORTS,Brazil,RB,"['RM', 'LB']",70,92
Ado Onaiwu,AJ Auxerre,Ligue 1 McDonald's,Japan,ST,['LM'],70,120
Amine Oudrhiri,Rio Ave FC,Liga Portugal,France,CM,['CDM'],70,114
Cenk Özkacar,R. Valladolid CF,LALIGA EA SPORTS,Turkey,CB,['LB'],70,92
Alex Paulsen,AFC Bournemouth,Premier League,New Zealand,GK,,70,64
Leonardo Pavoletti,Cagliari,Serie A Enilive,Italy,ST,,70,91
Alisson Safira,Santa Clara,Liga Portugal,Brazil,ST,,70,139
Rodrigo Pinho,Estrela Amadora,Liga Portugal,Brazil,ST,,70,132
Bruno Almeida,Santa Clara,Liga Portugal,Portugal,CAM,['LW'],70,139
Léo Pétrot,AS Saint-Étienne,Ligue 1 McDonald's,France,LB,['CB'],70,110
Benedikt Pichler,Holstein Kiel,Bundesliga,Austria,ST,,70,124
Finn Porath,Holstein Kiel,Bundesliga,Germany,RM,"['CM', 'RW']",70,124
Ivan Prtajin,Union Berlin,Bundesliga,Croatia,ST,,70,82
Tymoteusz Puchacz,Holstein Kiel,Bundesliga,Poland,LB,['LM'],70,124
Ylber Ramadani,Lecce,Serie A Enilive,Albania,CDM,['CM'],70,65
Jesús Ramírez,Vitória SC,Liga Portugal,Venezuela,ST,,70,103
Benito,UD Las Palmas,LALIGA EA SPORTS,Spain,LB,"['LM', 'RM']",70,61
Federico Ravaglia,Bologna,Serie A Enilive,Italy,GK,,70,52
Abderrahman Rebbach,D. Alavés,LALIGA EA SPORTS,Algeria,LM,"['RM', 'CAM', 'LW']",70,88
Nuno Moreira,Casa Pia AC,Liga Portugal,Portugal,RM,['RW'],70,112
Loreintz Rosier,Fortuna Sittard,Eredivisie,France,CDM,['CM'],70,142
Stefano Sabelli,Genoa,Serie A Enilive,Italy,RB,['RM'],70,93
Saborit,Gaziantep,Trendyol Süper Lig,Spain,LB,,70,116
Marco Sala,Como,Serie A Enilive,Italy,LB,['LM'],70,47
Ibrahim Salah,Stade Brestois 29,Ligue 1 McDonald's,Morocco,ST,['LM'],70,74
Braian Samudio,Antalyaspor,Trendyol Süper Lig,Paraguay,LM,"['RM', 'ST', 'LW']",70,141
Adrián,Real Betis,LALIGA EA SPORTS,Spain,GK,,70,38
Salvi Sánchez,RCD Espanyol,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",70,96
Rúben Fernandes,Gil Vicente,Liga Portugal,Portugal,CB,,70,113
Carlos Ponck,Moreirense FC,Liga Portugal,Cape Verde Islands,CB,,70,122
Alexander Schwolow,Union Berlin,Bundesliga,Germany,GK,,70,82
Léo Scienza,Heidenheim,Bundesliga,Brazil,LM,"['LW', 'ST']",70,104
Marvin Senaya,Strasbourg,Ligue 1 McDonald's,France,RB,['RM'],70,81
Kaj Sierhuis,Fortuna Sittard,Eredivisie,Holland,ST,,70,142
Manu Silva,Vitória SC,Liga Portugal,Portugal,CB,['CDM'],70,103
Gabriel Silva,Santa Clara,Liga Portugal,Brazil,RM,"['LM', 'ST', 'RW']",70,139
Lassine Sinayoko,AJ Auxerre,Ligue 1 McDonald's,Mali,RM,"['LM', 'RW']",70,120
Rafa Soares,FC Famalicão,Liga Portugal,Portugal,LB,,70,109
Lucas Soares,Santa Clara,Liga Portugal,Brazil,RB,,70,139
Eduard Sobol,Strasbourg,Ligue 1 McDonald's,Ukraine,LB,['LM'],70,81
Filip Stankovi?,Venezia,Serie A Enilive,Serbia,GK,,70,117
Williot Swedberg,RC Celta,LALIGA EA SPORTS,Sweden,CM,['LW'],70,25
Benjamin Tahirovi?,Ajax,Eredivisie,Bosnia and Herzegovina,CDM,['CM'],70,68
Loum Tchaouna,Lazio,Serie A Enilive,France,RW,"['ST', 'CAM', 'RM']",70,34
Enzo Tchato,Montpellier,Ligue 1 McDonald's,Cameroon,RB,,70,71
Umut Tohumcu,TSG Hoffenheim,Bundesliga,Germany,CAM,['CM'],70,39
Mirko Topi?,FC Famalicão,Liga Portugal,Serbia,CDM,,70,109
Ignace Van der Brempt,Como,Serie A Enilive,Belgium,RB,['CB'],70,47
Rick van Drongelen,Samsunspor,Trendyol Süper Lig,Holland,CB,['LB'],70,129
Stijn van Gassel,N.E.C. Nijmegen,Eredivisie,Holland,GK,,70,108
Nikola Vasilj,FC St. Pauli,Bundesliga,Bosnia and Herzegovina,GK,,70,125
Jesús Vázquez,Valencia CF,LALIGA EA SPORTS,Spain,LB,['LM'],70,22
Güray Vural,Antalyaspor,Trendyol Süper Lig,Turkey,LB,['LM'],70,141
Robert Wagner,FC St. Pauli,Bundesliga,Germany,CM,['CDM'],70,125
Sebastian Walukiewicz,Torino,Serie A Enilive,Poland,CB,,70,37
David Møller Wolfe,AZ,Eredivisie,Norway,LB,,70,76
Güven Yalçýn,Arouca,Liga Portugal,Turkey,ST,"['RM', 'LM']",70,128
Kenan Yýldýz,Juventus,Serie A Enilive,Turkey,LW,"['ST', 'LM']",70,18
Gabriele Zappa,Cagliari,Serie A Enilive,Italy,RB,['RM'],70,91
Oskar Zawada,RKC Waalwijk,Eredivisie,Poland,ST,,70,147
Nadir Zortea,Cagliari,Serie A Enilive,Italy,RB,['RM'],70,91
Paxten Aaronson,FC Utrecht,Eredivisie,United States,CAM,['CM'],69,121
Afonso Freitas,Nacional,Liga Portugal,Portugal,LB,['LM'],69,145
Aceves,R. Valladolid CF,LALIGA EA SPORTS,Spain,GK,,69,92
Shawn Adewoye,Fortuna Sittard,Eredivisie,Belgium,CB,,69,142
Saad Agouzoul,AJ Auxerre,Ligue 1 McDonald's,Morocco,CB,,69,120
Naouirou Ahamada,Stade Rennais FC,Ligue 1 McDonald's,France,CM,"['CAM', 'RM']",69,86
Youssef Aït Bennasser,Samsunspor,Trendyol Süper Lig,Morocco,CDM,['CM'],69,129
Samet Akaydýn,Fenerbahçe,Trendyol Süper Lig,Turkey,CB,,69,30
Babajide David Akintola,Çaykur Rizespor,Trendyol Süper Lig,Nigeria,RM,"['LM', 'RW']",69,123
Faride Alidou,Hellas Verona,Serie A Enilive,Germany,RM,"['LW', 'RW']",69,94
Skelly Alvero,SV Werder Bremen,Bundesliga,France,CDM,['CM'],69,90
Magnus Kofod Andersen,Venezia,Serie A Enilive,Denmark,CM,['CDM'],69,117
Oliver Antman,Go Ahead Eagles,Eredivisie,Finland,RW,"['ST', 'CAM', 'RM']",69,146
Bright Akwo Arrey-Mbi,SC Braga,Liga Portugal,Germany,CB,['LB'],69,48
Gustavo Assunção,AVS Futebol SAD,Liga Portugal,Brazil,CDM,['CM'],69,143
Florian Ayé,AJ Auxerre,Ligue 1 McDonald's,France,ST,,69,120
Paulo Azzi,Cagliari,Serie A Enilive,Brazil,LB,['LM'],69,91
Miguel Baeza,Nacional,Liga Portugal,Spain,RW,"['CM', 'CAM', 'RM']",69,145
Theo Bair,AJ Auxerre,Ligue 1 McDonald's,Canada,ST,,69,120
Bünyamin Balcý,Antalyaspor,Trendyol Süper Lig,Turkey,RB,['RM'],69,141
Botond Balogh,Parma,Serie A Enilive,Hungary,CB,,69,97
Funsho Bamgboye,Hatayspor,Trendyol Süper Lig,Nigeria,RM,['RW'],69,133
Dani Silva,Hellas Verona,Serie A Enilive,Portugal,CM,['CDM'],69,94
Fran Vieites,Real Betis,LALIGA EA SPORTS,Spain,GK,,69,38
Filipe Soares,Farense,Liga Portugal,Portugal,CM,,69,137
Thierno Barry,Villarreal CF,LALIGA EA SPORTS,France,ST,,69,32
Daniele Baselli,Como,Serie A Enilive,Italy,CM,['CDM'],69,47
