player_name,team_name,league,nationality,position,alt_position,ovr,team_id
Benito,UD Las Palmas,LALIGA EA SPORTS,Spain,LB,"['LM', 'RM']",70,61
Federico Ravaglia,Bologna,Serie A Enilive,Italy,GK,,70,52
Abderrahman Rebbach,D. Alavés,LALIGA EA SPORTS,Algeria,LM,"['RM', 'CAM', 'LW']",70,90
Nuno Moreira,Casa Pia AC,Liga Portugal,Portugal,RM,['RW'],70,119
Loreintz Rosier,Fortuna Sittard,Eredivisie,France,CDM,['CM'],70,156
Kyriani Sabbe,Club Brugge,1A Pro League,Belgium,RB,['LB'],70,74
Stefano Sabelli,Genoa,Serie A Enilive,Italy,RB,['RM'],70,97
Marco Sala,Como,Serie A Enilive,Italy,LB,['LM'],70,47
Ibrahim Salah,Stade Brestois 29,Ligue 1 McDonald's,Morocco,ST,['LM'],70,76
Adrián,Real Betis,LALIGA EA SPORTS,Spain,GK,,70,38
Salvi Sánchez,RCD Espanyol,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",70,100
Rúben Fernandes,Gil Vicente,Liga Portugal,Portugal,CB,,70,120
Carlos Ponck,Moreirense FC,Liga Portugal,Cape Verde Islands,CB,,70,131
Daniel Schmidt,KAA Gent,1A Pro League,Japan,GK,,70,137
Alexander Schwolow,Union Berlin,Bundesliga,Germany,GK,,70,84
Léo Scienza,Heidenheim,Bundesliga,Brazil,LM,"['LW', 'ST']",70,110
Marvin Senaya,Strasbourg,Ligue 1 McDonald's,France,RB,['RM'],70,83
Kaj Sierhuis,Fortuna Sittard,Eredivisie,Holland,ST,,70,156
Manu Silva,Vitória SC,Liga Portugal,Portugal,CB,['CDM'],70,109
Gabriel Silva,Santa Clara,Liga Portugal,Brazil,RM,"['LM', 'ST', 'RW']",70,150
Lassine Sinayoko,AJ Auxerre,Ligue 1 McDonald's,Mali,RM,"['LM', 'RW']",70,128
Rafa Soares,FC Famalicão,Liga Portugal,Portugal,LB,,70,115
Lucas Soares,Santa Clara,Liga Portugal,Brazil,RB,,70,150
Eduard Sobol,Strasbourg,Ligue 1 McDonald's,Ukraine,LB,['LM'],70,83
Jorne Spileers,Club Brugge,1A Pro League,Belgium,CB,,70,74
Filip Stankovi?,Venezia,Serie A Enilive,Serbia,GK,,70,124
Williot Swedberg,RC Celta,LALIGA EA SPORTS,Sweden,CM,['LW'],70,25
Ross Sykes,R. Union St.-G.,1A Pro League,England,CB,,70,102
Benjamin Tahirovi?,Ajax,Eredivisie,Bosnia and Herzegovina,CDM,['CM'],70,69
Loum Tchaouna,Lazio,Serie A Enilive,France,RW,"['ST', 'CAM', 'RM']",70,34
Enzo Tchato,Montpellier,Ligue 1 McDonald's,Cameroon,RB,,70,72
Umut Tohumcu,TSG Hoffenheim,Bundesliga,Germany,CAM,['CM'],70,39
Mirko Topi?,FC Famalicão,Liga Portugal,Serbia,CDM,,70,115
Ahmed Touba,KV Mechelen,1A Pro League,Algeria,CB,,70,127
Ignace Van der Brempt,Como,Serie A Enilive,Belgium,RB,['CB'],70,47
Rick van Drongelen,Samsunspor,Trendyol Süper Lig,Holland,CB,['LB'],75,140
Stijn van Gassel,N.E.C. Nijmegen,Eredivisie,Holland,GK,,70,114
Nikola Vasilj,FC St. Pauli,Bundesliga,Bosnia and Herzegovina,GK,,70,135
Luis Vázquez,RSC Anderlecht,1A Pro League,Argentina,ST,,70,92
Jesús Vázquez,Valencia CF,LALIGA EA SPORTS,Spain,LB,['LM'],70,22
Güray Vural,Antalyaspor,Trendyol Süper Lig,Turkey,LB,['LM'],70,152
Robert Wagner,FC St. Pauli,Bundesliga,Germany,CM,['CDM'],70,135
Sebastian Walukiewicz,Torino,Serie A Enilive,Poland,CB,,70,37
David Møller Wolfe,AZ,Eredivisie,Norway,LB,,70,78
Güven Yalçýn,Alanyaspor,Trendyol Süper Lig,Turkey,ST,"['RM', 'LM']",70,136
Kenan Yýldýz,Juventus,Serie A Enilive,Turkey,LW,"['ST', 'LM']",70,18
Gabriele Zappa,Cagliari,Serie A Enilive,Italy,RB,['RM'],70,95
Oskar Zawada,RKC Waalwijk,Eredivisie,Poland,ST,,70,161
Andi Zeqiri,Standard Liège,1A Pro League,Switzerland,ST,,70,130
Nadir Zortea,Cagliari,Serie A Enilive,Italy,RB,['RM'],70,95
Paxten Aaronson,FC Utrecht,Eredivisie,United States,CAM,['CM'],69,129
Afonso Freitas,Nacional,Liga Portugal,Portugal,LB,['LM'],69,159
Aceves,R. Valladolid CF,LALIGA EA SPORTS,Spain,GK,,69,96
Shawn Adewoye,Fortuna Sittard,Eredivisie,Belgium,CB,,69,156
Saad Agouzoul,AJ Auxerre,Ligue 1 McDonald's,Morocco,CB,,69,128
Naouirou Ahamada,Stade Rennais FC,Ligue 1 McDonald's,France,CM,"['CAM', 'RM']",69,88
Samet Akaydýn,Çaykur Rizespor,Trendyol Süper Lig,Turkey,CB,,72,133
Faride Alidou,Hellas Verona,Serie A Enilive,Germany,RM,"['LW', 'RW']",69,98
Skelly Alvero,SV Werder Bremen,Bundesliga,France,CDM,['CM'],69,93
Magnus Kofod Andersen,Venezia,Serie A Enilive,Denmark,CM,['CDM'],69,124
Stelios Andreou,Sp. Charleroi,1A Pro League,Cyprus,CB,,69,116
Oliver Antman,Go Ahead Eagles,Eredivisie,Finland,RW,"['ST', 'CAM', 'RM']",69,160
Bright Akwo Arrey-Mbi,SC Braga,Liga Portugal,Germany,CB,['LB'],69,48
Gustavo Assunção,AVS Futebol SAD,Liga Portugal,Brazil,CDM,['CM'],69,157
Florian Ayé,AJ Auxerre,Ligue 1 McDonald's,France,ST,,69,128
Paulo Azzi,Cagliari,Serie A Enilive,Brazil,LB,['LM'],69,95
Miguel Baeza,Nacional,Liga Portugal,Spain,RW,"['CM', 'CAM', 'RM']",69,159
Theo Bair,AJ Auxerre,Ligue 1 McDonald's,Canada,ST,,69,128
Bünyamin Balcý,Antalyaspor,Trendyol Süper Lig,Turkey,RB,['RM'],69,152
Botond Balogh,Parma,Serie A Enilive,Hungary,CB,,69,101
Dani Silva,Hellas Verona,Serie A Enilive,Portugal,CM,['CDM'],69,98
Fran Vieites,Real Betis,LALIGA EA SPORTS,Spain,GK,,69,38
Filipe Soares,Farense,Liga Portugal,Portugal,CM,,69,148
Thierno Barry,Villarreal CF,LALIGA EA SPORTS,France,ST,,69,32
Daniele Baselli,Como,Serie A Enilive,Italy,CM,['CDM'],69,47
Mortadha Ben Ouanes,Kasýmpaþa,Trendyol Süper Lig,Tunisia,LB,"['RM', 'LM']",69,86
Álex Bermejo,Farense,Liga Portugal,Spain,LM,"['ST', 'RM', 'LW']",69,148
Augustine Boakye,AS Saint-Étienne,Ligue 1 McDonald's,Ghana,RM,"['CAM', 'RW']",69,117
Christopher Bonsu Baah,KRC Genk,1A Pro League,Ghana,RM,"['LM', 'RW']",69,94
Jordan Bos,KVC Westerlo,1A Pro League,Australia,LB,['LM'],69,154
Badredine Bouanani,OGC Nice,Ligue 1 McDonald's,Algeria,RW,['RM'],69,64
Dedryck Boyata,Club Brugge,1A Pro League,Belgium,CB,,69,74
Can Bozdoðan,FC Utrecht,Eredivisie,Germany,CM,['CDM'],69,129
Domagoj Bradari?,Hellas Verona,Serie A Enilive,Croatia,LM,"['LB', 'LW']",69,98
Tim Breithaupt,FC Augsburg,Bundesliga,Germany,CDM,['CM'],69,107
Marco Brescianini,Atalanta,Serie A Enilive,Italy,CM,['CDM'],69,40
Benny,Moreirense FC,Liga Portugal,Portugal,CAM,"['RM', 'LM']",69,131
Moritz Broschinski,VfL Bochum 1848,Bundesliga,Germany,ST,,69,113
Michael Brouwer,FC Utrecht,Eredivisie,Holland,GK,,69,129
Nathaniel Brown,Frankfurt,Bundesliga,Germany,LB,['CM'],69,46
Marko Bulat,Standard Liège,1A Pro League,Croatia,CM,['CDM'],69,130
Onur Bulut,Baþakþehir,Trendyol Süper Lig,Turkey,RB,['RM'],69,104
Diego Callai,Sporting CP,Liga Portugal,Brazil,GK,,69,26
Andrea Carboni,Monza,Serie A Enilive,Italy,CB,['LB'],69,82
Carreira,RC Celta,LALIGA EA SPORTS,Spain,RB,['RM'],69,25
Pedro Santos,Arouca,Liga Portugal,Portugal,CM,"['RM', 'CDM']",69,139
Seydouba Cisse,CD Leganés,LALIGA EA SPORTS,Guinea,CM,"['RM', 'CDM']",69,80
Harry Clarke,Ipswich,Premier League,England,RB,['CB'],69,99
João Aurélio,Nacional,Liga Portugal,Portugal,RB,,69,159
Pastor,Farense,Liga Portugal,Brazil,RB,,69,148
Charles,Vitória SC,Liga Portugal,Brazil,GK,,69,109
Colin Dagba,K. Beerschot VA,1A Pro League,France,RB,,69,162
Samuel Dahl,AS Roma,Serie A Enilive,Sweden,LB,,69,13
André Geraldes,Casa Pia AC,Liga Portugal,Portugal,RB,,69,119
Jonathan de Guzmán,Sparta Rotterdam,Eredivisie,Holland,CM,['CDM'],69,112
Justin de Haas,FC Famalicão,Liga Portugal,Holland,CB,,69,115
De La Hoz,R. Valladolid CF,LALIGA EA SPORTS,Spain,CDM,"['CB', 'CM']",69,96
Arthur,Leverkusen,Bundesliga,Brazil,RB,"['RM', 'LM']",69,10
Deivid Washington,Chelsea,Premier League,Brazil,ST,"['LM', 'CAM']",69,24
Alessandro Deiola,Cagliari,Serie A Enilive,Italy,CM,['CDM'],69,95
Amadou Diawara,RSC Anderlecht,1A Pro League,Guinea,CDM,['CM'],69,92
Mitchell Dijks,Fortuna Sittard,Eredivisie,Holland,LB,,69,156
Landry Dimata,Samsunspor,Trendyol Süper Lig,Belgium,ST,,69,140
Assane Dioussé,AJ Auxerre,Ligue 1 McDonald's,Senegal,CDM,['CM'],69,128
Pablo Roberto,Casa Pia AC,Liga Portugal,Brazil,CM,['LW'],69,119
Souleyman Doumbia,Standard Liège,1A Pro League,Côte d'Ivoire,LB,"['CB', 'LM']",69,130
Vetle Dragsnes,Sp. Charleroi,1A Pro League,Norway,LM,"['LB', 'LW']",69,116
Oliver Valaker Edvardsen,Go Ahead Eagles,Eredivisie,Norway,LM,"['RM', 'LW']",69,160
Mike Eerdhuijzen,Sparta Rotterdam,Eredivisie,Holland,CB,,69,112
Úmaro Embaló,Fortuna Sittard,Eredivisie,Portugal,LM,"['RM', 'LW']",69,156
Björn Engels,Royal Antwerp FC,1A Pro League,Belgium,CB,,69,62
Khalil Fayad,Montpellier,Ligue 1 McDonald's,Morocco,CM,['CDM'],69,72
Mattia Felici,Cagliari,Serie A Enilive,Italy,LM,['LW'],69,95
Tomané,Farense,Liga Portugal,Portugal,ST,,69,148
Luca Fiordilino,Venezia,Serie A Enilive,Italy,CDM,['CM'],69,124
Kian Fitz-Jim,Ajax,Eredivisie,Holland,CM,['CDM'],69,69
Sherel Floranus,PEC Zwolle,Eredivisie,Curaçao,RB,"['CB', 'LB']",69,146
Tiago Morais,Rio Ave FC,Liga Portugal,Portugal,LM,['LW'],69,121
Matheus França,Crystal Palace,Premier League,Brazil,CAM,"['LW', 'RW']",69,51
Franquesa,CD Leganés,LALIGA EA SPORTS,Spain,LB,['LM'],69,80
Matija Frigan,KVC Westerlo,1A Pro League,Croatia,ST,,69,154
Alessandro Gabrielloni,Como,Serie A Enilive,Italy,ST,,69,47
Pedro Amaral,Estoril Praia,Liga Portugal,Portugal,LB,,69,125
Daniele Ghilardi,Hellas Verona,Serie A Enilive,Italy,CB,,69,98
Óscar Gil,OH Leuven,1A Pro League,Spain,RB,['LB'],69,153
Bruno Godeau,STVV,1A Pro League,Belgium,CB,,69,155
Mika Godts,Ajax,Eredivisie,Belgium,LW,"['RW', 'LM']",69,69
Wouter Goes,AZ,Eredivisie,Holland,CB,,69,78
Dani Gómez,Valencia CF,LALIGA EA SPORTS,Spain,ST,,69,22
Rober,N.E.C. Nijmegen,Eredivisie,Spain,RM,"['CAM', 'RW']",69,114
Peter,Getafe CF,LALIGA EA SPORTS,Dominican Republic,RM,"['LM', 'RW']",69,59
Fabio González,UD Las Palmas,LALIGA EA SPORTS,Spain,CDM,['CM'],69,61
Samuel Grandsir,Havre AC,Ligue 1 McDonald's,France,LM,['LW'],69,122
Parfait Guiagon,Sp. Charleroi,1A Pro League,Côte d'Ivoire,RM,"['RW', 'LM']",69,116
Patrik Gunnarsson,KV Kortrijk,1A Pro League,Iceland,GK,,69,132
Nicolas Haas,Empoli,Serie A Enilive,Switzerland,CM,,69,105
Florent Hadergjonaj,Alanyaspor,Trendyol Süper Lig,Kosovo,RB,,69,136
Doðucan Haspolat,KVC Westerlo,1A Pro League,Turkey,CDM,['CM'],69,154
Herzog,UD Las Palmas,LALIGA EA SPORTS,Spain,CB,,69,61
James Hill,AFC Bournemouth,Premier League,England,CB,['RB'],69,65
Jack Hinshelwood,Brighton,Premier League,England,CDM,['RB'],69,55
Kristian Hlynsson,Ajax,Eredivisie,Iceland,CAM,"['CM', 'RW']",69,69
Gerrit Holtmann,VfL Bochum 1848,Bundesliga,Philippines,LM,"['LW', 'RM']",69,113
Majid Hosseini,Kayserispor,Trendyol Süper Lig,Iran,CB,,69,149
Johan Hove,FC Groningen,Eredivisie,Norway,CM,['CAM'],69,158
Jannik Huth,SC Freiburg,Bundesliga,Germany,GK,,69,42
Chukwubuikem Ikwuemesi,OH Leuven,1A Pro League,Nigeria,ST,,69,153
Tim Iroegbunam,Everton,Premier League,England,CDM,['CM'],69,33
Nordin Jackers,Club Brugge,1A Pro League,Belgium,GK,,69,74
Dominik Janošek,NAC Breda,Eredivisie,Czech Republic,CAM,"['LM', 'CM']",69,163
Victor Jensen,FC Utrecht,Eredivisie,Denmark,CAM,['CM'],69,129
Marko Jevtovic,Konyaspor,Trendyol Süper Lig,Serbia,CDM,['CM'],69,108
Yalçýn Kayan,Eyüpspor,Trendyol Süper Lig,Turkey,CM,"['CDM', 'CAM']",69,138
Check Keita,Sp. Charleroi,1A Pro League,France,CB,,69,116
Luca Kerber,Heidenheim,Bundesliga,Germany,CM,['CDM'],69,110
Okan Kocuk,Samsunspor,Trendyol Süper Lig,Turkey,GK,,73,140
Peer Koopmeiners,AZ,Eredivisie,Holland,CDM,['CM'],69,78
Michiel Kramer,RKC Waalwijk,Eredivisie,Holland,ST,,69,161
Roman Kv?t,FCV Dender EH,1A Pro League,Czech Republic,CM,['CDM'],69,164
Moritz-Broni Kwarteng,VfL Bochum 1848,Bundesliga,Germany,RW,"['CAM', 'ST', 'RM']",69,113
Mayckel Lahdo,AZ,Eredivisie,Sweden,RW,['RM'],69,78
Nicola Leali,Genoa,Serie A Enilive,Italy,GK,,69,97
Tobe Leysen,OH Leuven,1A Pro League,Belgium,GK,,69,153
Krisztián Lisztes,Frankfurt,Bundesliga,Hungary,CAM,['ST'],69,46
Dailon Rocha Livramento,Hellas Verona,Serie A Enilive,Cape Verde Islands,ST,['RM'],69,98
Javi Llabrés,RCD Mallorca,LALIGA EA SPORTS,Spain,LM,"['RM', 'LW']",69,41
Joseph Lopy,Angers SCO,Ligue 1 McDonald's,Senegal,CDM,['CM'],69,142
Shuto Machino,Holstein Kiel,Bundesliga,Japan,ST,,69,134
Tiago Sá,SC Braga,Liga Portugal,Portugal,GK,,69,48
Nico Mantl,Arouca,Liga Portugal,Germany,GK,,69,139
Sékou Mara,Strasbourg,Ligue 1 McDonald's,France,ST,,69,83
Filip Marchwi?ski,Lecce,Serie A Enilive,Poland,CAM,"['ST', 'RW']",69,66
Mirko Mari?,Monza,Serie A Enilive,Croatia,ST,,69,82
Jaílson,RC Celta,LALIGA EA SPORTS,Brazil,CB,"['CDM', 'CM']",69,25
Carlos Martín,D. Alavés,LALIGA EA SPORTS,Spain,ST,,69,90
Ringo Meerveld,Willem II,Eredivisie,Holland,CAM,"['LM', 'CM']",69,165
Antoine Mendy,OGC Nice,Ligue 1 McDonald's,France,CB,['RB'],69,64
Connor Metcalfe,FC St. Pauli,Bundesliga,Australia,CM,"['CDM', 'RW']",69,135
Anuar,R. Valladolid CF,LALIGA EA SPORTS,Morocco,CM,"['CAM', 'LM']",69,96
Marius Mouandilmadji,Samsunspor,Trendyol Süper Lig,Chad,ST,,73,140
Rassoul Ndiaye,Havre AC,Ligue 1 McDonald's,Senegal,CDM,['CM'],69,122
Cher Ndour,Fiorentina,Serie A Enilive,Italy,CM,['CAM'],69,68
Filipe Ferreira,Boavista FC,Liga Portugal,Portugal,LB,['CB'],69,141
Hugo Novoa,D. Alavés,LALIGA EA SPORTS,Spain,RM,"['RB', 'RW']",69,90
Adam Obert,Cagliari,Serie A Enilive,Slovakia,CB,['LB'],69,95
Tim Oermann,VfL Bochum 1848,Bundesliga,Germany,CB,['RB'],69,113
Koki Ogawa,N.E.C. Nijmegen,Eredivisie,Japan,ST,,69,114
Oh Hyeon Gyu,KRC Genk,1A Pro League,Korea Republic,ST,,69,94
Ricardinho,Santa Clara,Liga Portugal,Portugal,LM,"['CAM', 'LW']",69,150
Jan Olschowsky,M'gladbach,Bundesliga,Germany,GK,,69,81
Joel Ordoñez,Club Brugge,1A Pro League,Ecuador,CB,,69,74
Orri Óskarsson,Real Sociedad,LALIGA EA SPORTS,Iceland,ST,,69,28
Kassoum Ouattara,AS Monaco,Ligue 1 McDonald's,France,LB,,69,53
Assan Ouédraogo,RB Leipzig,Bundesliga,Germany,CAM,['CM'],69,23
Godfried Ayesu Owusu Frimpong,Kasýmpaþa,Trendyol Süper Lig,Holland,LB,,69,86
Rome-Jayden Owusu-Oduro,AZ,Eredivisie,Holland,GK,,69,78
Daniele Padelli,Udinese,Serie A Enilive,Italy,GK,,69,118
Jonathan Panzo,Rio Ave FC,Liga Portugal,England,CB,,69,121
Felix Passlack,VfL Bochum 1848,Bundesliga,Germany,RB,['RM'],69,113
Nico Paz,Como,Serie A Enilive,Argentina,CAM,['CM'],69,47
Timothée Pembélé,Havre AC,Ligue 1 McDonald's,France,RB,,69,122
Óscar Perea,Strasbourg,Ligue 1 McDonald's,Colombia,LM,['LW'],69,83
Matheus Pereira,Santa Clara,Liga Portugal,Brazil,LB,,69,150
Samuele Perisan,Empoli,Serie A Enilive,Italy,GK,,69,105
Rafael Barbosa,Farense,Liga Portugal,Portugal,LW,"['CAM', 'LM']",69,148
Ewoud Pletinckx,OH Leuven,1A Pro League,Belgium,CB,,69,153
Ole Pohlmann,Rio Ave FC,Liga Portugal,Germany,CM,"['CAM', 'ST']",69,121
Boris Popovi?,Arouca,Liga Portugal,Serbia,CB,,69,139
Antonio Raimondo,Venezia,Serie A Enilive,Italy,ST,,69,124
Zé Carlos,Gil Vicente,Liga Portugal,Portugal,RB,,69,120
Alex Pinto,Arouca,Liga Portugal,Portugal,RB,,69,139
Rodrigo Ribeiro,AVS Futebol SAD,Liga Portugal,Portugal,ST,"['CAM', 'LW']",69,157
Carlos Romero,RCD Espanyol,LALIGA EA SPORTS,Spain,LB,['LM'],69,100
Ibrahim Sadiq,AZ,Eredivisie,Ghana,RW,"['LW', 'RM']",69,78
Moïse Sahi,Strasbourg,Ligue 1 McDonald's,Côte d'Ivoire,ST,['CAM'],69,83
Théo Sainte-Luce,Montpellier,Ligue 1 McDonald's,France,LB,,69,72
Junior Sambia,Empoli,Serie A Enilive,France,RB,['RM'],69,105
Derick Poloni,Farense,Liga Portugal,Brazil,LB,['RB'],69,148
Tayyip Talha Sanuç,Beþiktaþ,Trendyol Süper Lig,Turkey,CB,,69,31
Ryan Sanusi,K. Beerschot VA,1A Pro League,Belgium,CDM,['CM'],69,162
Lubomír Šatka,Samsunspor,Trendyol Süper Lig,Slovakia,CB,,69,140
R?zvan Sava,Udinese,Serie A Enilive,Romania,GK,,69,118
Jasper Schendelaar,PEC Zwolle,Eredivisie,Holland,GK,,69,146
Guilherme Schettine,Moreirense FC,Liga Portugal,Brazil,ST,,69,131
Deian Sorescu,Gaziantep,Trendyol Süper Lig,Romania,RM,"['RB', 'RW']",69,123
Saïdou Sow,Strasbourg,Ligue 1 McDonald's,Guinea,CB,,69,83
Kamal Sowah,Club Brugge,1A Pro League,Ghana,ST,['CAM'],69,74
Michael Svoboda,Venezia,Serie A Enilive,Austria,CB,,69,124
Denis Thomalla,Heidenheim,Bundesliga,Germany,CAM,['CM'],69,110
Emirhan Topçu,Beþiktaþ,Trendyol Süper Lig,Turkey,CB,,69,31
Philipp Treu,FC St. Pauli,Bundesliga,Germany,LB,"['LM', 'RB']",69,135
Alfonso Trezza,Arouca,Liga Portugal,Uruguay,RM,"['LM', 'RW']",69,139
Leonardo Buta,Moreirense FC,Liga Portugal,Portugal,LB,,69,131
Kacper Urba?ski,Bologna,Serie A Enilive,Poland,CAM,"['CM', 'LM']",69,52
Edgaras Utkus,Cercle Brugge,1A Pro League,Lithuania,CB,"['CDM', 'RB']",69,106
Necip Uysal,Beþiktaþ,Trendyol Süper Lig,Turkey,CB,"['CDM', 'RB']",69,31
Lautaro Valenti,Parma,Serie A Enilive,Argentina,CB,['LB'],69,101
Mitchell van Bergen,FC Twente,Eredivisie,Holland,RM,"['LM', 'RW']",69,73
Ruben van Bommel,AZ,Eredivisie,Holland,LW,['LM'],69,78
Sander van de Streek,Antalyaspor,Trendyol Süper Lig,Holland,CAM,['CM'],69,152
Rein Van Helden,STVV,1A Pro League,Belgium,CB,,69,155
Bart van Rooij,FC Twente,Eredivisie,Holland,RB,,69,73
Alessandro Vogliacco,Genoa,Serie A Enilive,Italy,CB,,69,97
Nick Woltemade,VfB Stuttgart,Bundesliga,Germany,ST,['CAM'],69,60
Nathan Wood,Southampton,Premier League,England,CB,,69,57
John Yeboah,Venezia,Serie A Enilive,Ecuador,RW,"['CAM', 'RM']",69,124
Leopold Zingerle,RB Leipzig,Bundesliga,Germany,GK,,69,23
Simon Zoller,FC St. Pauli,Bundesliga,Germany,ST,"['RW', 'RM']",69,135
Bobby Adekanye,Go Ahead Eagles,Eredivisie,Holland,RM,['RW'],68,160
Kaio César,Vitória SC,Liga Portugal,Brazil,RW,"['LW', 'RM']",68,109
João Silva,KV Kortrijk,1A Pro League,Portugal,CB,,68,132
Óscar Aranda,FC Famalicão,Liga Portugal,Spain,LM,"['RM', 'LW']",68,115
Carlens Arcus,Angers SCO,Ligue 1 McDonald's,Haiti,RB,,68,142
Jann-Fiete Arp,Holstein Kiel,Bundesliga,Germany,ST,['RM'],68,134
Valentin Atangana,Stade de Reims,Ligue 1 McDonald's,France,CDM,['CM'],68,89
Arthur Atta,Udinese,Serie A Enilive,France,CAM,['CM'],68,118
Soner Aydoðdu,Samsunspor,Trendyol Süper Lig,Turkey,CDM,['CM'],68,140
Leandro Bacuna,FC Groningen,Eredivisie,Curaçao,RB,"['RM', 'CM']",68,158
Nordin Bakker,Almere City FC,Eredivisie,Holland,GK,,68,166
Aliou Baldé,VfL Bochum 1848,Bundesliga,Guinea,RW,['RM'],68,113
William Balikwisha,OH Leuven,1A Pro League,Congo DR,CAM,"['CM', 'RM']",68,153
Afonso Moreira,Sporting CP,Liga Portugal,Portugal,RM,"['LM', 'LW', 'RW']",68,26
Gil Dias,FC Famalicão,Liga Portugal,Portugal,LM,"['RM', 'LW']",68,115
Yanis Begraoui,Estoril Praia,Liga Portugal,Morocco,ST,"['RM', 'LM']",68,125
Alaa Bellaarouch,Strasbourg,Ligue 1 McDonald's,Morocco,GK,,68,83
Lucas Bergvall,Spurs,Premier League,Sweden,CM,,68,16
Alexander Bernhardsson,Holstein Kiel,Bundesliga,Sweden,RM,"['RW', 'ST']",68,134
Tom Bischof,FC Bayern München,Bundesliga,Germany,CAM,['CM'],68,3
El Chadaille Bitshiabu,RB Leipzig,Bundesliga,France,CB,,68,23
Massimo Bruno,KV Kortrijk,1A Pro League,Belgium,CAM,"['LM', 'CM']",68,132
Calegari,Eyüpspor,Trendyol Süper Lig,Brazil,RB,['CDM'],73,138
Richard,Alanyaspor,Trendyol Süper Lig,Brazil,CDM,['CM'],68,136
Pedro Lima,Wolves,Premier League,Brazil,RB,['RM'],68,75
Facundo Agustín Cáseres,Gil Vicente,Liga Portugal,Argentina,CDM,['CM'],68,120
Gabriel Charpentier,Parma,Serie A Enilive,Congo,ST,,68,101
Julián Chicco,CD Leganés,LALIGA EA SPORTS,Argentina,CM,"['CDM', 'CB']",68,80
Pelle Clement,Sparta Rotterdam,Eredivisie,Holland,CM,"['CDM', 'RM']",68,112
Amara Condé,sc Heerenveen,Eredivisie,Germany,CM,['CDM'],68,147
Lasso Coulibaly,AJ Auxerre,Ligue 1 McDonald's,Côte d'Ivoire,RM,['RW'],68,128
Thomas Dähne,Holstein Kiel,Bundesliga,Germany,GK,,68,134
Amadou Dante,Arouca,Liga Portugal,Mali,LB,,68,139
Diogo Pinto,Sporting CP,Liga Portugal,Portugal,GK,,68,26
Mees de Wit,AZ,Eredivisie,Holland,LB,,68,78
Théo Defourny,Sp. Charleroi,1A Pro League,Belgium,GK,,68,116
Mats Deijl,Go Ahead Eagles,Eredivisie,Holland,RB,,68,160
Cristian Devenish,AVS Futebol SAD,Liga Portugal,Colombia,CB,,68,157
Soner Dikmen,Antalyaspor,Trendyol Süper Lig,Turkey,CM,['CDM'],68,152
Adam D?wiga?a,FC St. Pauli,Bundesliga,Poland,CB,['RB'],68,135
Ronnie Edwards,Southampton,Premier League,England,CB,,68,57
Pierre Ekwah,AS Saint-Étienne,Ligue 1 McDonald's,France,CM,['CDM'],68,117
Mounaïm El Idrissy,KV Kortrijk,1A Pro League,France,ST,['RM'],68,132
Jacopo Fazzini,Empoli,Serie A Enilive,Italy,CM,['CAM'],68,105
Volnei Feltes,Estoril Praia,Liga Portugal,Brazil,CB,['RB'],68,125
João Ferreira,SC Braga,Liga Portugal,Portugal,RB,['CB'],68,48
Rúben Macedo,Nacional,Liga Portugal,Portugal,LW,"['RW', 'LM']",68,159
Oscar Luigi Fraulo,FC Utrecht,Eredivisie,Denmark,CDM,['CM'],68,129
Haruya Fujii,KV Kortrijk,1A Pro League,Japan,CB,,68,132
Nino Galovi?,Arouca,Liga Portugal,Croatia,CB,,68,139
Joe Gauci,Aston Villa,Premier League,Australia,GK,,68,17
Ismaël Gharbi,SC Braga,Liga Portugal,Spain,LW,"['CAM', 'LM']",68,48
Iván Gil,UD Las Palmas,LALIGA EA SPORTS,Spain,CM,"['LM', 'LW']",68,61
Antonio Gomis,Atlético de Madrid,LALIGA EA SPORTS,Spain,GK,,68,9
Bryan Goncalves,FCV Dender EH,1A Pro League,France,LB,['CB'],68,164
Bruninho,Cercle Brugge,1A Pro League,Brazil,LW,"['RW', 'CAM', 'LM']",68,106
Mathieu Gorgelin,Havre AC,Ligue 1 McDonald's,France,GK,,68,122
Andri Lucas Gu?johnsen,KAA Gent,1A Pro League,Iceland,ST,,68,137
Baptiste Guillaume,Almere City FC,Eredivisie,Belgium,ST,,68,166
Umut Güneþ,Baþakþehir,Trendyol Süper Lig,Turkey,CM,['CDM'],68,104
Florent Hanin,Angers SCO,Ligue 1 McDonald's,France,LB,,68,142
Sontje Hansen,N.E.C. Nijmegen,Eredivisie,Holland,RM,"['LM', 'RW']",68,114
?órir Jóhann Helgason,Lecce,Serie A Enilive,Iceland,CM,,68,66
Herrando,CA Osasuna,LALIGA EA SPORTS,Spain,CB,,68,77
Justin Hoogma,Heracles Almelo,Eredivisie,Holland,CB,,68,167
Siebe Horemans,FC Utrecht,Eredivisie,Belgium,RB,['CB'],68,129
Jizz Hornkamp,Heracles Almelo,Eredivisie,Holland,ST,,68,167
Dean Huijsen,AFC Bournemouth,Premier League,Spain,CB,,68,65
Jay Idzes,Venezia,Serie A Enilive,Indonesia,CB,,68,124
Ahmed Ildýz,Göztepe,Trendyol Süper Lig,Turkey,CM,"['CAM', 'CDM']",70,145
Mihajlo Ili?,Bologna,Serie A Enilive,Serbia,CB,,68,52
Rare? Ilie,OGC Nice,Ligue 1 McDonald's,Romania,LM,"['LW', 'CAM']",68,64
